id,text,Fuente,es_gracioso_p1,es_gracioso_p2,es_gracioso_p3,Es_gracioso,nivel_gracia_p1,nivel_gracia_p2,nivel_gracia_p3
1842,"—Pepe, ¿qué es ésto? 
—Mi nota de suicidio. 
—Dice que te tiraste por la ventana. 
—Sí.
—Vivimos en planta baja.
—Por eso regresé.",Dataset_existente,0,1,1,1,0,3,3
1843,"-Má, ¿a mi me trajo la cigueña?
-Sí.
-Má, ¿es Jesús quién nos da el pan de cada día?
-Sí.
-¿Entonces qué carajos hace papá en casa todavía?",Dataset_existente,1,1,1,1,4,3,2
1844,"La masturbación produce dos cosas: mala memoria, y no me acuerdo de la otra xD",Dataset_existente,1,1,1,1,2,2,2
1845,"Mi suegra agarró un pozo con el auto y tuvo que ir a la gomería.
Le hicieron tirar la goma",Dataset_existente,1,1,0,1,4,3,0
1846,"Un vidente va al doctor y le dice:
Doctor ya no puedo ver el futuro""
¡Uhm, grave ¿ Y desde cuando tiene eso?!
-Desde la semana entrante #RT",Dataset_existente,1,1,1,1,2,4,2
1847,"RT @GoldenTriumph: @ChisteMalo Pablito, ¿Tu mamá es astronauta? -No, ¿Por qué? Ah, es que la vi ayer en la tele, estaba en Venus.",Dataset_existente,1,1,1,1,3,4,3
1848,"Mi prima tiene el mejor metodo anticonceptivo : la cara 
#chistes",Dataset_existente,1,1,0,1,2,3,0
1849,"Me gusta el trabajo. Me fascina. Me siento a mirarlo durante horas
#chistes #humor",Dataset_existente,0,1,1,1,0,4,2
1850,—¿Sabías que soy mago? puedo hacer desaparecer ese elefante. —¿Cuál elefante? —¡Exacto! :D,Dataset_existente,0,1,1,1,0,4,2
1851,"—Ocupas un lugar muy grande en mi corazón.

—¿Me estás diciendo gorda?",Dataset_existente,1,0,1,1,3,0,3
1852,"No es mugre lo que tengo en mi auto, es contrabando de fauna",Dataset_existente,1,1,1,1,2,3,2
1853,"—Doctor, necesito algo que me quite estas pinches ganas de fumar.
—Tenga, un cigarro.
—Gracias.
—Para servirle.",Dataset_existente,0,1,1,1,0,2,2
1854,"-SEÑOR COMISARIO, HEMOS INCAUTADO 30 KILOS DE COCAÍNA
-¿20 KILOS DE COCAÍNA?
-SÍ, 15 KILOS, SEÑOR COMISARIO.",Dataset_existente,0,1,1,1,0,2,4
1855,"-Qué pasó Jaime? tanta gente en su casa! -Mi burro mató a mi suegra de una patada -Tanta gente la conocía? -No,vinieron a comprar el burro",Dataset_existente,1,1,0,1,2,3,0
1856,"*En un examen* ""Justifique su respuesta"" -¿Como se atreve a cuestionar mi sabiduría?.",Dataset_existente,1,1,0,1,4,2,0
1857,"—Mi nieto es víctima del bullying.

—¿Cuál es su nieto?

—El puto hipopótamo que esta allá.",Dataset_existente,1,1,1,1,3,3,3
1858,"- ¿Hacemos Doritos?
- ¿En el microondas?
- Vaya Dora, nunca pillas la indirecta.
#Chistes #Humor #Anecdotas #Matr...",Dataset_existente,1,1,0,1,2,3,0
1859,"Mujer se despierta el da 6 desnuda junto a Baltasar: -Un volvo, te ped un VOLVO, no un POLVO, sordo de mierda!",Dataset_existente,1,0,1,1,1,0,2
1860,—Que ojos tan grandes tienes! —Para verte mejor! —Y que orejotas! —Para escucharte mejor! —Y que iPhone tan grande.. —Es un iPad PENDEJA!,Dataset_existente,1,1,0,1,2,3,0
1861,"—¡Mamá, mamá, en la escuela me dicen mafioso! —No te preocupes hijo, mañana arreglo  —De acuerdo, pero que parezca un",Dataset_existente,1,1,0,1,5,2,0
1862,"-Mi amor, yo no estaba tan borracho... —¿No pendejo? Mataste a mi tortuga diciendo ""SOY MARIO BROS!"" #fb",Dataset_existente,1,1,0,1,1,3,0
1863,"Cuando en las pelis, se meten bajo el agua, me gusta aguantar la respiración para ver si hubiese aguantado yo también. Casí muero en Nemo.",Dataset_existente,1,1,1,1,1,2,1
1864,Los condones no son 100% seguros. Un amigo mío estaba usando uno y lo atropelló un auto...,Dataset_existente,1,1,1,1,1,1,3
1865,"-Mamá, voy a salir. -¿Con este frío? -No, con mis amigos.",Dataset_existente,0,1,1,1,0,2,2
1866,"— ¿Su iPhone 7 tiene linterna?
— Sí.
— Qué bueno, porque venimos a cortarle la luz por falta de pago.",Dataset_existente,0,1,1,1,0,1,5
1867,Mi padre es trapecista. vende trapos  #chistes,Dataset_existente,1,0,1,1,1,0,2
1868,"—Hazme sitio, que no cabo. —Se dice quepo. —Da lo mismo, si al fin y al quepo me has entendido.",Dataset_existente,1,1,1,1,3,2,2
1869,"Consultorio de cirugías plásticas. 
Sale el médico y dice:
-Hola!! Veo que hay caras nuevas..",Dataset_existente,1,1,1,1,4,3,3
1870,"Dos amigas:
-Tengo que tener mucho cuidado con quedar embarazada
-¡Pero si tu marido se ha hecho la vasectomía!
-Por eso mismo.",Dataset_existente,1,1,0,1,3,4,0
1871,"Ma, pQ mis primas se llaman Rosa y Jazmin
-Pq tu tia le gustan las flores.
Y a ti q te gusta?
-Vergonia deja ya y ve por tu hermana penelope",Dataset_existente,0,1,1,1,0,3,3
1872,"Revista femenina 

*Página 10: Sos linda como sos.
*Página 11: Como adelgazar facilmente.
*Página 12: recetas de tortas.",Dataset_existente,1,1,1,1,2,4,1
1873,"Las peliculas de Chaplin siempre fueron mudas, de chiquitito le decian no Charles Chaplin,, #chistes #humor",Dataset_existente,1,1,1,1,3,4,3
1874,"Había un tipo tan tacaño... que escuchaba misa por radio, y cuando pasaba la limosna apagaba el radio.",Dataset_existente,0,1,1,1,0,2,4
1875,"—Amor, ¿vamos al gym?
—¿Estás diciéndome gorda?
—Si no quieres no.
—¿Ah soy huevona?
—Calma.
—¿Ah soy histérica?
—Me voy solo.
—PUTO INFIEL.",Dataset_existente,1,1,1,1,4,2,3
1876,¿Cómo que los reyes magos son mis padres? ¿¿¿¿Por qué nunca me dijeron que soy adoptado??????,Dataset_existente,0,1,1,1,0,3,3
1877,"—Mamá, me suspendieron en el colegio. Estaba besándome con una de 3A.
—Eso no se hace, hijo! Sos el director!",Dataset_existente,1,1,1,1,1,3,3
1878,Me hablaron sobre una serie de abdominales pero aun no la encuentro en Netflix.,Dataset_existente,1,1,1,1,5,3,4
1879,"—Mamá, me corté el dedo.
—Chúpatelo, hijo.
—No lo encuentro. 😭",Dataset_existente,1,1,1,1,3,4,3
1880,"—¿Tiene experiencia como actor?
—No
—Lo siento, no podemos contratarlo
—Mentira, estaba actuando
—¡Sublime! contratado.",Dataset_existente,1,1,1,1,2,2,3
1881,"Señor juez, le juro que yo no maté a mi suegra. Ella venia corriendo, tropezó y cayó sobre mi cuchillo... y así 15 veces mas :-)",Dataset_existente,1,1,1,1,2,1,3
1882,"—Hola, CABRONA RAMERA.  
—Mira hijo de puta, ya te dije que me llamo RAMONA CABRERA!",Dataset_existente,1,1,1,1,4,2,2
1883,No hay nada más difícil que vivir sin ti. Excepto mover el asiento del copiloto desde el asiento del piloto esa madre si no se puede,Dataset_existente,0,1,1,1,0,3,3
1884,"""Es imposible"", dijo el orgullo. 
""Es arriesgado"", dijo la experiencia. 
""TODO YO HAGO EN ESTA CASA"", dijo mi vieja.""",Dataset_existente,0,1,1,1,0,3,1
1885,"—Amor, ¿qué tienes? 
—Nada.
—Estás muy cortante.  
—Está bien, lo confieso, soy un cuchillo.",Dataset_existente,1,1,1,1,3,4,4
1886,"—¿Te pusieron brackets?
—No pendejo, me comí un transformer y se me quedaron las migajas entre los dientes",Dataset_existente,1,1,1,1,1,2,2
1887,"Se toman 30 fotos en el baño. Borran 26. Editan 4 con photoshop. Eligen 1, la suben al Facebook y ponen: Aquí casual",Dataset_existente,1,1,1,1,2,3,2
1888,"Las 4 etapas del ser humano: Yo creo en Santa, yo no creo en Santa, yo me siento Santa, yo parezco Santa! #fb",Dataset_existente,1,1,1,1,2,5,3
1889,"Cosas que cumpliré este 2017:

–
–
–
–
–
– Años",Dataset_existente,1,1,1,1,4,2,3
1890,"Hola, Daniela, soy tú, pero vengo del futuro a decirte unas cosas.
—¡PERO SI MI NOMBRE ES DANIEL!
—Bueno... de eso también te quería hablar.",Dataset_existente,1,1,1,1,3,2,4
1891,"A ella le gusta la gasolina.
- Oye, no puedes cantar algo más educativo?
- A ella le gusta la mezcla de hidrocarburos derivados de petróleo",Dataset_existente,1,0,1,1,3,0,4
1892,"Niñas de 8 años diciendo:

- ""¿Por qué mi gordo no se conecta?""

¿Acaso Winnie Pooh, tiene Facebook?",Dataset_existente,1,1,1,1,2,3,4
1893,Había una vez unos peces que se graduaron de locutores...  Y cuando salieron al aire se murieron! #fb,Dataset_existente,1,0,1,1,2,0,2
1894,"#Chiste Mamá! Dame dinero para un pobre señor que está gritando!
-Y qué grita?
-Heeeladdoooos "" #chistes RT",Dataset_existente,1,1,1,1,4,2,5
1895,"-Amor...cuáles son los planes para Semana Santa?  

-Los mismos de Jesus; desparecer el viernes reaparecer el domingo..",Dataset_existente,1,1,1,1,2,2,3
1896,Entra un tipo en una farmacia: -¿Tiene pastillas para los nervios? -Si. -Pues tomese dos que esto es un asalto. #fb,Dataset_existente,1,1,1,1,1,2,1
1897,¿Por qué los pitufos se la pasan riéndose? Porque el césped les hace cosquillas en el culo... #fb,Dataset_existente,1,1,1,1,4,3,4
1898,"-Porque estás triste? 
-Se me pasó el colectivo..
-No te pongas mal, son cosas que pasan...",Dataset_existente,0,1,1,1,0,3,3
1899,"Mama por que la novia va vestida de blanco?
- Pues porque es el dia mas feliz de su vida.
- y dime, ¿por que el novio va vestido de negro?",Dataset_existente,1,1,1,1,3,4,1
1900,"Jaimito que quieres ser cuando seas grande? 
-Un bobo h 
-Pq? 
-Mi papá siempre me dice ""Hijo, mirá esa viejota tan buena, y con ese bobo hp",Dataset_existente,1,1,1,1,4,3,3
1901,"Mi primo se puso de novio con una albina. 
blanqueò la relación",Dataset_existente,0,1,1,1,0,2,2
1902,"- Papá, ¿Todos los cuentos comienzan con ""Había una Vez""? - No hijo, muchos comienzan con ""Si gano las elecciones les prometo...",Dataset_existente,1,1,1,1,1,5,2
1903,— Mi navegador favorito es Google Chrome. ¿El tuyo?— Jack Sparrow.,Dataset_existente,0,1,1,1,0,3,2
1904,"—Mamá, ¿Cómo nacen los bebés?
—Pues mira hijo, llega un ave hermosa llamada cigüeña y los trae en el pico...
—¿Y quién se coge a la cigüeña?",Dataset_existente,1,1,1,1,3,3,3
1905,"—Gordo, siempre te gastas el dinero en cerveza.

—Y tu en maquillaje.

—Pero yo para verme bella. 

—Y yo para verte bella.",Dataset_existente,1,0,1,1,5,0,2
1906,Una abuelita se fue a sacar la visa y como se la dieron se convirtió en visabuela... #fb,Dataset_existente,1,1,1,1,4,3,1
1907,"- ¿Sabe decir juguete en inglés?
- Toy. 
- Úselo en una frase. 
- Toy muy triste.",Dataset_existente,1,1,0,1,3,1,0
1908,"-Mis viejos salieron y estoy sola en casa jaja.
-¿Te das cuenta que ya ni tu familia te soporta?",Dataset_existente,1,1,1,1,4,3,4
1909,"—En la cama eres como un súper héroe
—¿Soy tu Súperman?
—No, Flash
—Ay :(",Dataset_existente,1,1,0,1,2,3,0
1910,"Aliens: Podemos concederles cualquier deseo como la infinita sabiduría y paz eterna.

Antepasados: Queremos unas pirámides bien mamalonas.",Dataset_existente,1,1,1,1,4,3,3
1911,"—Amor, ¿Te gustan las estrellas? —Awww!, Si mi vida, ¿Por qué? —¡Porque conozco un Motel de 5.",Dataset_existente,1,1,1,1,2,1,5
1912,"Oye, ¿ya estoy bien maquillada? No, todavía se te ve la cara.",Dataset_existente,1,1,1,1,2,2,2
1913,"Había una mujer tan fea, que cuando la llevaron a la casa de los espantos, regresó con una solicitud de empleo. #fb",Dataset_existente,0,1,1,1,0,2,4
1914,"Un tipo tan de malas que compró el libro COMO DOMINAR A LAS MUJERES, y la mujer no se lo dejó leer. xD",Dataset_existente,1,1,1,1,3,5,3
1915,"—¿Amor por que no me contestabas anoche?

—Mi celular no tenía batería

—¿Se te descargó?

—No, se la quité.",Dataset_existente,1,0,1,1,1,0,2
1916,"¿Sabes chistes de Citroen? 
 C3 C4",Dataset_existente,1,0,1,1,2,0,4
1917,Netflix ha sido mi mejor novio hasta ahora !,Dataset_existente,1,1,1,1,2,3,3
1918,"— Profesor, ¿puede volver a explicar?

— Sí, ¿dónde te perdiste?

— En el supermercado a los 7 años, fue horrible. 😔",Dataset_existente,1,1,0,1,3,5,0
1919,"—Mamá ¿Por qué mi prima se llama rosa? —Porque a tu tia le gustan las flores —¿Y a ti qué te gusta mamá? —Ay vergonia, deja de preguntar.",Dataset_existente,1,1,1,1,1,2,5
1920,Neymar es de esos jugadores que cuando nació se tiró al suelo y pidió la expulsión del ginecólogo.,Dataset_existente,1,1,1,1,1,4,1
1921,"- ¿Crees en la reencarnación? -Si - ¿En qué animal queres reencarnar? -Me gustan las víboras -Jajaja no jodas, ya dos veces no se vale.",Dataset_existente,0,1,1,1,0,3,3
1922,"""Lo que no te mata,te hace mas pequeño"" Mario Bros.",Dataset_existente,1,1,1,1,4,2,3
1923,"—Doctor, vengo a hacerme una prueba de ácido desoxirribonucleico. 
—¿De ADN? 
—Exacto, siempre se me olvida ese nombre.",Dataset_existente,1,1,1,1,4,2,2
1924,"Mi mujer me ha dejado una nota en la nevera 
-""Me voy xq esto ya no funciona""
-Pues si llevo 2 horas revisando este cacharro y enfría d lujo",Dataset_existente,0,1,1,1,0,2,3
1925,"-Disculpa, ¿tienes la credencial de elector? -Sí, ¿por qué? -HEEEECTOOOOOR! ya la encontré, este tipo la tiene! by @LuiZzDonald0 #fb",Dataset_existente,1,1,1,1,2,2,4
1926,"#chiste Dos vacas hablando: Oye, ¿Has oído el rumor ese de que estamos locas? ¡Y a mí qué me cuentas! ¡Yo soy un perro! #chistes RT",Dataset_existente,1,1,1,1,3,3,3
1927,#20CosasQueHacerAntesDeMorir: Enseñarles la diferencia entre: -Hay de haber -Ahí de lugar -Ay de exclamar - Ai se eu te pego.,Dataset_existente,0,1,1,1,0,2,5
1928,"—Amor, ¿Hoy se te antoja quedarte en casa, ver películas y comer pizza?

—Sí😍

—Pues ahí te quedas, yo me voy a beber con mis compas.",Dataset_existente,1,1,0,1,5,3,0
1929,"—¡¿Me estas engañando con otra?! —Obvio que no, amor. —¡¿Y ESE CALZÓN ROJO EN TU COCHE?! —Está bien, tengo que confesarlo...¡SOY SUPERMAN!",Dataset_existente,1,1,1,1,3,4,2
1930,"Tuve una novia que invertía en la bolsa de valores, la dejé porque nunca era responsable de sus acciones.",Dataset_existente,1,0,1,1,1,0,3
1931,"-hola
-qué?
-como estas?
-te conozco?
-Soy rico
-hola soy marta tengo 20 es un placer
-No Rico es mi nombre
-Lo siento no hablo con extraños",Dataset_existente,1,1,0,1,4,5,0
1932,Le puse una bata a mi calculadora y ¡PUMM! Calculadora Científica.,Dataset_existente,1,1,0,1,3,2,0
1933,"-Cuando me da flojera hablar con alguien, solo respondo ""Jajajaja, sí.""   

-No mames, ¿neta?  

-Jajajaja, sí.",Dataset_existente,0,1,1,1,0,4,2
1934,"¿Qué puedo hacer con mis pecados, señor cura?  
-Ora. -Las tres y cuarto, ¿pero que puedo hacer con mis pecados?",Dataset_existente,1,1,1,1,2,1,4
1935,"Nota mental: No volver a desconectar ningún aparato del hospital para cargar el celular. Abuelo, siempre estarás en nuestros corazones...#xD",Dataset_existente,1,1,1,1,2,3,3
1936,"Querido Santa, envíame un hermanito. Santa responde: -Ok, enviame a tu Mamá. Jo jo jo jo! #fb",Dataset_existente,1,0,1,1,4,0,2
1937,"Yo sé que el alcohol me hace daño, pero ya lo perdoné.",Dataset_existente,1,1,1,1,1,2,1
1938,"Era un cocinero tan feo, pero tan feo, que hacía llorar a las cebollas...",Dataset_existente,1,1,1,1,1,2,1
1939,"-Mi mamá es secretaria, y la tuya? -Tiene el trabajo más antiguo del mundo -Prostituta? -No, se dedica a la pintura rupestre",Dataset_existente,1,1,0,1,4,3,0
1940,"—Doctor, es cierto que estoy gorda? —¡Muuuuuu! —¡DOCTOR! CONTESTEME —Perdón pensé que las vacas no hablaban.",Dataset_existente,1,1,1,1,5,2,3
1941,"—Adivina qué le regalaremos a la tía María 
—Un televisor. 
—¿Cómo adivinaste? 
—Porque tengo telepatía. JAJAJA TELE-PA-TÍA",Dataset_existente,1,1,1,1,4,2,4
1942,4 etapas de la vida: 1- Creer en Santa Claus. 2- No creer en Santa Claus. 3- Ser Santa Claus. 4- Parecerse a Santa Claus,Dataset_existente,1,0,1,1,5,0,3
1943,"-Mi suegra nunca ha hablado mal de mí. 
-Joder, ¡qué buena! 
-No es buena, es muda.",Dataset_existente,0,1,1,1,0,3,2
1944,"- Papá me prestas el carro?  - Claro, cuál de los dos quieres?  - El de helado, ya me cansé de vender perros calientes.",Dataset_existente,1,1,1,1,2,2,5
1945,"—¡CON LOS TERRORISTAS! —Abuela, bájate de la mesa.",Dataset_existente,1,1,1,1,2,3,2
1946,"Habria  recortes de presupuesto en la NASA... 
¿se puede decir que no están para tirar cohetes?
#chistes",Dataset_existente,1,1,1,1,2,4,5
1947,"- Mamá, Mamá, en el colegio me llaman Facebook
- ¿Y tú qué dices?
- ¡Me gusta!
#Chistes #Humor #Anecdotas #Faceb...",Dataset_existente,1,1,0,1,2,3,0
1948,"Llega marido borracho a casa. La mujer: -Supongo q hay una razón para que llegues a las 6 de la mañana? -Sí, el desayuno! #fb",Dataset_existente,1,1,1,1,1,3,1
1949,"-Mestra, como se escribe celular? 
-Como suena, Juanito 
-Gracias maestra ¿y si esta en vibrador?
#Chistes #Humor...",Dataset_existente,1,1,0,1,4,5,0
1950,"- Cariño ¿Tú cuánto me quieres del 1 al 10? 
- Yo del 1 al 10 te quiero mucho, pero del 11 al 30 me voy de viaje ...",Dataset_existente,1,1,0,1,5,4,0
1951,"- ¿Que tal? ¿Nervioso?
- Si, un poco…
- ¿Es tu primera vez?
- No, ya había estado nervioso antes… #chistes",Dataset_existente,1,1,1,1,3,3,1
1952,"Riing Riiing! -Aló! ¿El Chapulín Colorado? -No, está equivocado! -Lo sospeché desde un principio...",Dataset_existente,1,1,1,1,2,2,3
1953,"— Dr, no puedo decir zapato — Pero si lo está diciendo — No, escúcheme: Lunes, Martes, Miércoles, Jueves, Viernes, Zapato y Domingo.",Dataset_existente,1,1,1,1,3,2,3
1954,"#chiste Mamá, mamá... ¿donde está la Cordillera de los Andes?
No sé, nene. Acá la que guarda todo es la sirvienta. #chistes RT.",Dataset_existente,1,1,1,1,3,3,3
1955,"—#TeAmoMamá

—No tengo dinero.",Dataset_existente,1,1,0,1,3,1,0
1956,"#chistes - Nena te puedo robar un beso.
- No, con esa cara mejor róbame el celular.",Dataset_existente,1,0,1,1,3,0,4
1957,"-Amor estoy gorda? -mm a ver rueda para acá, mm rueda para allá... No amor esta bien #xD",Dataset_existente,1,0,1,1,5,0,3
1958,"“Aaaah mira mira, se le ve muy contento escuchando su música, le voy a recordar que es pobre”.

—Spotify.",Dataset_existente,1,1,1,1,4,3,3
1959,"¿Cursi yo? Jajajaja cursi el delicado sonido del silencio que le susurra a mi corazón lo que tu nombre significa, para este tonto enamorado.",Dataset_existente,1,0,1,1,3,0,2
1960,"Es sorprendente cómo cambia el sentido de una oración si le pones coma:

• Ojalá me escriba.

• Ojalá me coma.",Dataset_existente,1,1,1,1,3,4,4
1961,"—¿Tienen pastillas para dejar de ser presumido?
—Sí.
—¡Eso no es nada! Mi papá es el dueño de la fábrica donde las hacen.",Dataset_existente,1,1,0,1,4,2,0
1962,"Se toman peores decisiones estando enamorado que estando borracho.

PUNTO PARA EL ALCOHOL.",Dataset_existente,0,1,1,1,0,3,2
1963,Me voy a suicidar en el antro para que mi espíritu se quede ahí y ser el alma de la fiesta.,Dataset_existente,1,0,1,1,1,0,2
1964,"-Salgamos de putas y echemos a suerte a ver quién paga. Si sale cara pago yo 
-Y si es barata pago yo!",Dataset_existente,1,1,1,1,1,4,3
1965,"—Buenas noches, ¿Aquí es el grupo de los adictos a Netflix?
—Así es, la siguiente sesión comienza en 10 segundos.
—Ok, me saltaré el intro.",Dataset_existente,0,1,1,1,0,2,2
1966,"—Mamá, ¿Es cierto que soy adoptado? 

—No sé, pregúntale a tu mamá.",Dataset_existente,1,1,1,1,5,3,4
1967,"—Buenos días abuela ¿Cómo sigues?

— √v^√──√v^√v^──√v^√v^v 

—Perfecto, orita me cuentas bien, dejame poner a cargar mi cel. 

— ───────────",Dataset_existente,1,0,1,1,3,0,3
1968,"—Señor juez, si amar es un delito, me declaro culpable.  —Cállese, que usted está aquí por conducir borracho.",Dataset_existente,1,1,1,1,3,1,1
